id,title,type,description,release_year,age_certification,runtime,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,genres,production_countries,actors_list,directors_list,description_cleaned
tm16812,Bandie,MOVIE,"Maharaj Brajbhan lives a wealthy lifestyle in Bharatpur, India along with his wife, Badi Rani, but have been unable to conceive for Bharatpur, and have no choice but to leave it's reigns with Brajban's widowed cousin, Vikram, and his son, Kanchan. When Vikram finds out that Badi Rani is pregnant, he plots to first sully her character by having her abducted, then shunned by the Maharaj, and then decides to have her killed. But her killer has a change of heart and lets her live. She gives birth to a son, names him Bhola, and starts living a simple lifestyle in a Mandir with the help of it's Poojary. Years later Vikram finds out she is alive and kills her, as well the Poojary and the Poojary's son. Bhola witnesses this, manages to escape, starts to live with a poor widow, grows up uneducated, and makes a living through crime.",1978,Unknown,141,0,tt1219315,4.4,35,1.166,6.0,"['drama', 'action', 'romance']",['IN'],"['Uttam Kumar', 'Sulakshana Pandit', 'Utpal Dutt']",['Alo Sarkar'],maharaj brajbhan life wealthy lifestyle bharatpur india along wife badi rani unable conceive bharatpur choice leave reign brajbans widowed cousin vikram son kanchan vikram find badi rani pregnant plot first sully character abducted shunned maharaj decides killed killer change heart let live give birth son name bhola start living simple lifestyle mandir help poojary year later vikram find alive kill well poojary poojarys son bhola witness manages escape start live poor widow grows uneducated make living crime
ts20681,Seinfeld,SHOW,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,1989,TV-PG,24,9,tt0098904,8.9,308824,130.213,8.301,['comedy'],['US'],"['Jerry Seinfeld', 'Jason Alexander', 'Michael Richards', 'Julia Louis-Dreyfus']",[],standup comedian three offbeat friend weather pitfall payoff life new york city show nothing
tm155787,GoodFellas,MOVIE,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",1990,R,145,0,tt0099685,8.7,1131681,50.387,8.463,"['drama', 'crime']",['US'],"['Ray Liotta', 'Robert De Niro', 'Joe Pesci', 'Lorraine Bracco', 'Paul Sorvino', 'Frank Sivero', 'Tony Darrow', 'Mike Starr', 'Frank Vincent', 'Chuck Low', 'Frank DiLeo', 'Henny Youngman', 'Gina Mastrogiacomo', 'Catherine Scorsese', 'Charles Scorsese', 'Suzanne Shepherd', 'Debi Mazar', 'Margo Winkler', 'Welker White', 'Jerry Vale', 'Julie Garfield', 'Christopher Serrone', 'Elaine Kagan', 'Beau Starr', 'Kevin Corrigan', 'Michael Imperioli', 'Robbie Vinton', 'Johnny Williams', 'Daniel P. Conte', 'Tony Conforti', 'Frank Pellegrino', 'Ronald Maccone', 'Tony Sirico', ""Joseph D'Onofrio"", 'Steve Forleo', 'Richard Dioguardi', 'Frank Adonis', 'John Manca', 'Joseph Bono', 'Katherine Wallach', 'Mark Evan Jacobs', 'Angela Pietropinto', 'Marianne Leone Cooper', 'Marie Michaels', 'LoNardo', 'Melissa Prophet', 'Illeana Douglas', 'Susan Varon', 'Elizabeth Whitcraft', 'Clem Caserta', 'Samuel L. Jackson', 'Fran McGee', 'Paul Herman', 'Edward McDonald', 'Edward Hayes', 'Gina Mattia', 'Joel Calendrillo', 'Anthony Valentin', 'Edward D. Murphy', 'Michael Citriniti', 'Peter Hock', 'Erasmus C. Alfano', 'John Di Benedetto', 'Manny Alfaro', 'Thomas Lowry', 'Margaret Smith', 'Richard Mullally', 'Frank Albanese', 'Paul McIsaac', 'Bob Golub', 'Louis Eppolito', 'Tony Lip', 'Mikey Black', 'Peter Cicale', 'Anthony Powers', 'Vincent Pastore', 'Anthony Alessandro', 'Victor Colicchio', 'Mike Contessa', 'Philip Suriano', 'Paul Mougey', 'Norman Barbera', 'Anthony Polemeni', 'James Quattrochi', 'Lawrence Sacco', 'Dino Laudicina', 'Irving Welzer', 'Jesse Kirtzman', 'Russell Halley', 'Spencer Bradley', 'Bob Altman', 'Joanna Bennett', 'Gayle Lewis', 'Gaetano Lisi', 'Luke Walter', 'Ed Deacy', 'Larry Silvestri', ""John 'Cha Cha' Ciarcia"", 'Vito Picone', 'Janis Corsair', 'Lisa D’Apolito', 'Frank Aquilino', 'Vito Antuofermo', 'Vincent Gallo', 'Gaetano LoGiudice', 'Garry Pastore', 'Nicole Burdette', 'Stella Keitel', 'Dominique DeVito', 'Michaelangelo Graziano', 'Paula Kcira', 'Nadine Kay', 'Tony Ellis', 'Peter Onorati', 'Jamie deRoy', 'Joel Blake', 'H. Clay Dear', 'Thomas Hewson', 'Gene Canfield', 'Margaux Guerard', 'Violet Gaynor', 'Tobin Bell', 'Berlinda Tolbert', 'Nancy Cassaro', 'Adam Wandt', 'Joe Gioco', 'Isiah Whitlock Jr.', 'Alyson Jones', 'Ruby Gaynor', 'Bo Dietl', 'Frank Cassini', 'Anthony Caso', 'Lisa Bostnar', 'Billy L. Sullivan', 'Daniela Barbosa']",['Martin Scorsese'],true story henry hill halfirish halfsicilian brooklyn kid adopted neighbourhood gangster early age climb rank mafia family guidance jimmy conway
tm22327,Full Metal Jacket,MOVIE,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,1987,R,117,0,tt0093058,8.3,729274,32.937,8.1,"['war', 'drama']","['US', 'GB']","['Matthew Modine', 'Adam Baldwin', ""Vincent D'Onofrio"", 'R. Lee Ermey', 'Dorian Harewood', 'Arliss Howard', 'Kevyn Major Howard', ""Ed O'Ross"", 'John Terry', 'Bruce Boa', 'Kieron Jecchinis', 'Jon Stafford', 'Tim Colceri', 'Peter Edmund', 'Kirk Taylor', 'Ian Tyler', 'Gary Landon Mills', 'Sal Lopez', 'Papillon Soo', 'Ngoc Le', 'Tan Hung Francione', ""Marcus D'Amico"", 'Costas Dino Chimona', 'Keith Hodiak', 'Peter Merrill', 'Herbert Norville', 'Gil Kopel', 'Philip Bailey', 'Robert E. Hartenberger', 'Steve Hudson', 'John Curtis', 'Chris Maybach', 'Gary Smith', 'Michael Anthony Williams', 'John Wilson', 'Tony Carey', 'Vivian Kubrick', 'Stanley Kubrick', 'David Palffy', 'John Ward', 'David George']",['Stanley Kubrick'],pragmatic u marine observes dehumanizing effect usvietnam war fellow recruit brutal boot camp training bloody street fighting hue
tm180542,Once Upon a Time in America,MOVIE,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.",1984,R,139,0,tt0087843,8.3,345714,28.937,8.453,"['crime', 'drama', 'european']","['US', 'IT']","['Robert De Niro', 'James Woods', 'Elizabeth McGovern', 'Joe Pesci', 'Tuesday Weld', 'Burt Young', 'Treat Williams', 'Danny Aiello', 'Richard Bright', 'James Hayden', 'William Forsythe', 'Darlanne Fluegel', 'Larry Rapp', 'Olga Karlatos', 'Frank Gio', 'Jennifer Connelly', 'Scott Schutzman Tiler', 'Rusty Jacobs', 'Brian Bloom', 'Mike Monetti', 'Adrian Curran', 'Julie Cohen', 'Noah Moazezi', 'James Russo', 'Clem Caserta', 'Frank Sisto', 'Jerry Strivelli', 'Mike Gendel', 'Sandra Solberg', 'Margherita Pace', 'Paul Herman', 'Bruno Iannone', 'Bruno Bilotta', 'Ray Dittrich', 'Richard Foronjy', 'Mario Brega', 'Angelo Florio', 'Marcia Jean Kurtz', 'Gerard Murphy', 'Dutch Miller', 'Robert Harper', 'Amy Ryder', 'Karen Shallo', 'Frankie Caserta', 'Joey Marzella', 'Marvin Scott', 'Ann Neville', 'Joey Faye', 'Linda Ipanema', 'Tandy Cronyn', 'Richard Zobel', 'Baxter Harris', 'Arnon Milchan', 'Marty Licata', 'Estelle Harris', 'Gerritt Debeer', 'Alexander Godfrey', 'Cliff Cudney', 'Paul Farentino', 'Bruce Bahrenburg', 'Mort Freeman', 'Massimo Liti', 'Jay Zeely', 'Salvatore Billa', 'Greg Anthony', 'Scott Coffey', 'Matteo Cafiso', 'Nunzio Giuliani', 'Nelson Camp', 'Dario Iori', 'Ole Jorgensen', 'Francesca Leone', 'Chuck Low', 'Ron Nummi', 'Ryan Paris', 'Nicola Roberto', 'Gianni Sanjust', 'Alex Serra', 'Susan Spafford', 'Mark Frazer', 'Maria Pia Monicelli', 'Louise Fletcher', 'Claudio Mancini']",['Sergio Leone'],former prohibitionera jewish gangster return lower east side manhattan thirty year later must confront ghost regret old life
tm138875,When Harry Met Sally...,MOVIE,"During their travel from Chicago to New York, Harry and Sally debate whether or not sex ruins a friendship between a man and a woman. Eleven years later, and they're still no closer to finding the answer.",1989,R,96,0,tt0098635,7.7,216199,15.123,7.4,"['comedy', 'romance', 'drama']",['US'],"['Billy Crystal', 'Meg Ryan', 'Carrie Fisher', 'Bruno Kirby', 'Steven Ford', 'Lisa Jane Persky', 'Michelle Nicastro', 'Gretchen Palmer', 'Robert Alan Beuth', 'David Burdick', 'Joe Viviani', 'Harley Jane Kozak', 'Joseph Hunt', 'Kevin Rooney', 'Franc Luz', 'Tracy Reiner', 'Kyle T. Heffner', 'Kimberley LaMarque', 'Stacey Katzin', 'Estelle Reiner', 'John Arceri', 'Connie Sawyer', 'Kuno Sponholz', 'Katherine Squire', 'Frances Chaney', 'Bernie Hern', 'Rose Wright', 'Aldo Rossi', 'Dona Hardy', 'Peter Pan', 'Jane Chung', 'Bob Ader', 'Jeff Dlugolecki', 'Nicholas Glaeser', 'Randy James', 'Stanley Moore', 'Larry Sherman', 'Marilyn Spanier', 'John Speredakos', 'Terry Vaughan', 'Anthony Welch']",['Rob Reiner'],travel chicago new york harry sally debate whether sex ruin friendship man woman eleven year later theyre still closer finding answer
tm2386,A Nightmare on Elm Street,MOVIE,"Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson, traces the cause to child molester Fred Krueger, who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen, must devise a plan to lure the monster out of the realm of nightmares and into the real world...",1984,R,91,0,tt0087800,7.4,234068,48.358,7.3,['horror'],"['GB', 'US']","['Heather Langenkamp', 'Robert Englund', 'John Saxon', 'Ronee Blakley', 'Amanda Wyss', 'Jsu Garcia', 'Johnny Depp', 'Charles Fleischer', 'Joseph Whipp', 'Lin Shaye', 'Joe Unger', 'Mimi Craven', 'Jack Shea', 'Ed Call', 'Sandy Lipton', 'David Andrews', 'Jeff Levine', 'Donna Woodrum', 'Shashawnee Hall', 'Carol Pritikin', 'Brian Reise', 'Ash Adams', 'Don Hannah', 'Leslie Hoffman', 'Paul Grenier', 'Kathi Gibbs', 'Chris Tashima', 'Antonia Yannouli', 'John Richard Petersen', 'Robert Shaye']",['Wes Craven'],teenager small town dropping like fly apparently grip mass hysteria causing suicide cop daughter nancy thompson trace cause child molester fred krueger burned alive angry parent many year krueger come back dream killer child claiming life revenge nancy boyfriend glen must devise plan lure monster realm nightmare real world
tm133087,Steel Magnolias,MOVIE,"A young beautician, newly arrived in a small Louisiana town, finds work at the local salon, where a small group of women share a close bond of friendship and welcome her into the fold.",1989,PG,119,0,tt0098384,7.3,54946,11.69,7.2,"['comedy', 'drama', 'romance']",['US'],"['Sally Field', 'Dolly Parton', 'Shirley MacLaine', 'Daryl Hannah', 'Olympia Dukakis', 'Julia Roberts', 'Tom Skerritt', 'Sam Shepard', 'Dylan McDermott', ""Kevin J. O'Connor"", 'Bill McCutcheon', 'Ann Wedgeworth', 'Knowl Johnson', 'Jonathan Ward', 'Bibi Besch', 'Janine Turner', 'James Wlcek', 'Ronald Young', 'Nancy Parsons', 'Robert Ginnaven', 'Tom Hodges', 'Rick Hurst', 'Robert Harling', 'Clara Gabrielle', 'Daniel Camp', 'Lori Tate', 'Robert Adams', 'Carol Sutton', 'Aja Sansone', 'Rodney Alan Fulton', 'Spencer Henderson', 'Sandra Asbury-Johnson', 'Gale J. Odom', 'Betsy Widhalm', 'Oscar J. Bienvenu Jr.', 'Teresa Beaudion', 'Gladys Mallard', 'Betty J. Dove', 'Travis Harrison', 'James Shapkoff III', 'Walker May', 'Robert R. Morgan', 'Roger D. McCann', 'Debbie McCann', 'Trent Dawson']",['Herbert Ross'],young beautician newly arrived small louisiana town find work local salon small group woman share close bond friendship welcome fold
tm177480,Police Academy,MOVIE,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",1984,R,97,0,tt0087928,6.7,124881,25.533,6.6,"['crime', 'comedy']",['US'],"['Steve Guttenberg', 'Kim Cattrall', 'G.W. Bailey', 'Bubba Smith', 'Donovan Scott', 'George Gaynes', 'Andrew Rubin', 'David Graf', 'Leslie Easterbrook', 'Michael Winslow', 'Debralee Scott', 'Bruce Mahler', 'Ted Ross', 'Scott Thomson', 'Brant von Hoffman', 'Marion Ramsey', 'Roger Dunn', 'Joyce Gordon', 'Georgina Spelvin', 'Hugh Wilson', 'T.J. Scott', 'John Sampson', 'Dar Robinson', 'Kay Hawtrey', 'John Hawkes', 'Charles W. Gray', 'Suzanne Barker', 'Dwayne McLean', 'Danny Lima', 'Danny Pawlick', 'Bob Collins', 'Gene Mack', 'Gino Marrocco', 'David Clement', 'J. Winston Carroll', 'Wally Bondarenko', 'F. Braun McAsh', 'Marco Bianco', 'Fred Brigham', 'James Bearden', 'Gary Farmer', 'Barry Greene', 'Araby Lockhart', 'Beth Amos', 'Bruce McFee', 'Michael J. Reynolds', 'Don Lake', 'George R. Robertson', 'Doug Lennox', 'Wink Roberts']",['Hugh Wilson'],new rule enforced lady mayoress mean sex weight height intelligence need longer factor joining police force open floodgate sundry enter police academy much chagrin instructor everyone choice though social misfit mahoney forced sign alternative jail sentence doesnt take long fall foul boorish lieutenant harris long mahoney realises enjoying police cadet decides want stay harris decides want mahoney
tm54450,Christine,MOVIE,"Geeky student Arnie Cunningham falls for Christine, a rusty 1958 Plymouth Fury, and becomes obsessed with restoring the classic automobile to her former glory. As the car changes, so does Arnie, whose newfound confidence turns to arrogance behind the wheel of his exotic beauty. Arnie's girlfriend Leigh and best friend Dennis reach out to him, only to be met by a Fury like no other.",1983,R,110,0,tt0085333,6.7,81922,23.418,6.8,"['horror', 'thriller', 'european']",['US'],"['Keith Gordon', 'John Stockwell', 'Alexandra Paul', 'Robert Prosky', 'Harry Dean Stanton', 'Christine Belford', 'Roberts Blossom', 'William Ostrander', 'David Spielberg', 'Malcolm Danare', 'Steven Tash', 'Stuart Charno', 'Kelly Preston', 'Marc Poppel', 'Robert Darnell', 'Douglas Warhit', 'Richard Collier', 'Bruce French', 'Keri Montgomery', 'Jan Burrell', 'Charles Steak', 'Art Evans', 'John Richard Petersen']",['John Carpenter'],geeky student arnie cunningham fall christine rusty plymouth fury becomes obsessed restoring classic automobile former glory car change arnie whose newfound confidence turn arrogance behind wheel exotic beauty arnies girlfriend leigh best friend dennis reach met fury like
ts22082,Knight Rider,SHOW,"Michael Long, an undercover police officer, is shot while investigating a case and left for dead by his assailants. He is rescued by Wilton Knight, a wealthy, dying millionaire and inventor who arranges life-saving surgery, including a new face and a new identity--that of Michael Knight. Michael is then given a special computerized and indestructible car called the Knight Industries Two Thousand (nicknamed KITT), and a mission: apprehend criminals who are beyond the reach of the law. The series depicts Michael's exploits as he and KITT battle the forces of evil on behalf of the Foundation for Law and Government.",1982,TV-PG,51,4,tt0083437,6.9,34115,50.267,7.5,"['scifi', 'action', 'crime', 'drama']",['US'],"['David Hasselhoff', 'Edward Mulhare', 'William Daniels', 'Patricia McPherson', 'Peter Parros']",[],michael long undercover police officer shot investigating case left dead assailant rescued wilton knight wealthy dying millionaire inventor arranges lifesaving surgery including new face new identitythat michael knight michael given special computerized indestructible car called knight industry two thousand nicknamed kitt mission apprehend criminal beyond reach law series depicts michael exploit kitt battle force evil behalf foundation law government
